Date,High school of less,Associates degree,Bachelors degree or higher,Overall,16-24,25-54,55+,Overall.1,Male,Female,Overall.2,Professional and management,Service,OPTICS,Overall.3,Construction and mining,Education and health,Finance and business services,Leisure and hospitality and other services,Manufacturing,Public administration,Trade and transportation,Overall.4,New England,Middle Atlantic,East North Central,West North Central,South Atlantic,East South Central,West South Central,Mountain,Pacific,Overall.5,Usually Full-time,Usually Part-time,Overall.6,Job Stayer,Job Switcher,Overall.7,MSA,non-MSA,Overall.8,Lowest quartile of wage distribution,2nd quartile of wage distribution,3rd quartile of wage distribution,Highest quartile of wage distribution,Overall.9,Lowest half of wage distribution,Upper half of wage distribution,Paid Hourly,Not Paid Hourly,Overall.10,Overall.11,Overall: Weighted,Overall: Weighted 97,Overall.12,Services,Full-time,College degree,Age 25-54,Female.1,Male.1,Job Stayer.1,Job Switcher.1,Paid Hourly.1,Overall: Weighted.1,Overall: Weighted 97.1,Overall: Weekly Basis,Overall: 25/20 trimmed mean,Lower 1/2 of wage distn,Upper 1/2 of wage distn,3MonthInterestRate,MoM Change,Employment_Rate,PresParty,SenParty,HouseParty,TrifectaFlag,FedMinWage,GDP_AnnualGrowth,Year
2003-08-01,3.4,4.0,4.0,3.6,5.6,3.7,2.6,3.6,3.4,3.8,3.6,4.2,3.1,3.4,3.6,3.5,4.1,4.0,2.2,2.9,4.6,3.7,3.6,3.7,3.6,3.4,3.7,3.0,4.0,3.2,4.1,4.1,3.6,3.7,3.2,3.6,3.6,3.7,3.6,3.7,3.5,3.6,3.4,3.7,3.5,3.9,3.6,3.6,3.7,3.6,3.6,3.6,3.6,3.7,3.7,3.5,3.8,3.7,3.9,3.5,3.6,3.4,3.4,3.6,3.3,3.6,3.6,3.5,3.3,3.4,3.6,1.08,0.3806416530723222,71.01493,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-09-01,3.3,4.0,4.0,3.6,5.5,3.7,2.5,3.6,3.4,3.7,3.6,4.2,3.0,3.4,3.6,3.4,4.1,3.9,1.9,2.9,4.5,3.7,3.6,3.6,3.7,3.3,3.7,3.1,3.8,3.1,4.0,4.0,3.6,3.7,3.1,3.6,3.6,3.6,3.6,3.7,3.5,3.6,3.3,3.7,3.4,3.9,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.7,3.7,3.5,3.7,3.6,3.9,3.6,3.7,3.2,3.5,3.3,3.2,3.5,3.5,3.8,3.3,3.5,3.4,1.08,0.3250270855904569,70.9225,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-10-01,3.4,3.9,3.9,3.6,5.7,3.7,2.4,3.6,3.4,3.7,3.6,4.1,3.0,3.4,3.6,3.0,4.1,3.9,2.0,3.0,4.3,3.7,3.6,3.6,3.6,3.4,3.7,3.2,3.8,3.1,3.9,4.1,3.6,3.7,3.1,3.6,3.5,3.6,3.6,3.7,3.4,3.6,3.3,3.8,3.4,3.8,3.6,3.6,3.6,3.5,3.6,3.6,3.6,3.7,3.7,3.4,3.6,3.6,3.6,3.5,3.7,3.0,3.5,3.1,3.2,3.5,3.5,3.8,3.2,3.5,3.2,1.1,-0.1079913606911397,71.05285,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-11-01,3.4,3.9,3.9,3.6,5.7,3.6,2.5,3.6,3.4,3.7,3.6,4.1,3.0,3.4,3.6,3.1,4.1,3.9,2.0,3.0,4.0,3.6,3.6,3.7,3.6,3.3,3.7,3.2,3.9,3.2,3.9,4.0,3.6,3.7,3.1,3.6,3.5,3.6,3.6,3.7,3.4,3.6,3.3,3.8,3.4,3.8,3.6,3.6,3.6,3.5,3.7,3.6,3.6,3.6,3.7,3.4,3.5,3.5,3.6,3.5,3.7,3.0,3.5,3.1,3.3,3.3,3.4,3.7,3.2,3.5,3.1,1.11,-0.2702702702702675,71.12961999999999,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2003-12-01,3.3,3.8,3.9,3.5,5.4,3.6,2.4,3.5,3.4,3.7,3.5,4.1,2.9,3.3,3.5,3.2,4.0,3.9,1.8,3.0,3.9,3.5,3.5,3.6,3.5,3.3,3.6,3.4,3.8,3.2,3.8,3.7,3.5,3.7,3.0,3.5,3.5,3.5,3.5,3.6,3.4,3.5,3.2,3.7,3.5,3.7,3.5,3.5,3.6,3.4,3.8,3.5,3.5,3.6,3.6,3.3,3.4,3.5,3.6,3.4,3.5,3.1,3.4,3.1,3.1,3.3,3.3,3.6,3.1,3.4,3.2,1.1,-0.108401084010834,71.10183,Republican,Republican,Republican,Republican,$5.15,2.80%,2003.0
2004-01-01,3.3,3.8,3.8,3.5,5.1,3.6,2.4,3.5,3.3,3.6,3.5,4.0,2.8,3.3,3.5,3.1,3.9,3.9,1.7,3.0,4.0,3.5,3.5,3.5,3.5,3.2,3.5,3.3,3.9,3.2,3.6,3.7,3.5,3.6,2.8,3.5,3.5,3.4,3.5,3.5,3.3,3.5,3.2,3.7,3.4,3.7,3.5,3.4,3.5,3.3,3.7,3.5,3.5,3.5,3.6,3.3,3.4,3.5,3.6,3.4,3.4,3.3,3.4,3.0,3.1,3.3,3.4,3.6,3.0,3.3,3.4,1.06,0.488334237655974,71.26099,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-02-01,3.2,3.9,3.7,3.4,5.0,3.5,2.4,3.4,3.3,3.6,3.4,3.9,2.8,3.3,3.4,3.0,3.8,3.9,1.7,3.0,3.9,3.4,3.4,3.4,3.5,3.2,3.5,3.3,3.9,3.3,3.6,3.5,3.4,3.6,2.8,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.2,3.6,3.4,3.6,3.4,3.4,3.5,3.3,3.8,3.4,3.4,3.5,3.5,3.4,3.5,3.5,3.7,3.5,3.4,3.4,3.4,3.2,3.1,3.5,3.5,3.7,3.1,3.3,3.5,1.05,0.5399568034557323,71.2038,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-03-01,3.2,3.8,3.7,3.5,5.1,3.5,2.4,3.5,3.3,3.6,3.5,3.9,2.8,3.3,3.5,2.9,3.8,3.8,1.8,3.0,4.0,3.5,3.5,3.5,3.5,3.2,3.6,3.3,3.8,3.4,3.6,3.5,3.5,3.6,2.9,3.5,3.4,3.5,3.5,3.5,3.4,3.5,3.2,3.6,3.4,3.7,3.5,3.4,3.5,3.3,3.8,3.5,3.5,3.5,3.5,3.4,3.5,3.5,3.6,3.5,3.4,3.4,3.3,3.6,3.2,3.4,3.5,3.6,3.2,3.4,3.4,1.05,0.6444683136412444,71.04695,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-04-01,3.2,3.8,3.7,3.4,5.1,3.5,2.4,3.4,3.3,3.5,3.4,3.9,2.8,3.3,3.4,2.8,3.8,3.8,1.9,3.0,3.9,3.5,3.4,3.5,3.5,3.1,3.7,3.3,3.9,3.2,3.5,3.5,3.4,3.6,2.9,3.4,3.4,3.4,3.4,3.5,3.4,3.4,3.1,3.8,3.4,3.6,3.4,3.4,3.5,3.2,3.9,3.4,3.4,3.5,3.5,3.4,3.5,3.5,3.6,3.4,3.3,3.5,3.2,3.7,3.2,3.3,3.3,3.8,3.2,3.4,3.3,1.08,0.3201707577374479,71.19492,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-05-01,3.3,3.7,3.6,3.4,5.0,3.5,2.4,3.4,3.3,3.5,3.4,3.9,2.7,3.3,3.4,2.8,3.8,3.7,1.9,3.0,3.9,3.4,3.4,3.5,3.6,3.1,3.6,3.4,3.7,3.2,3.5,3.3,3.4,3.6,2.7,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.1,3.7,3.3,3.6,3.4,3.4,3.4,3.2,3.9,3.4,3.4,3.4,3.5,3.4,3.5,3.5,3.5,3.4,3.3,3.6,3.2,3.8,3.2,3.3,3.3,3.8,3.3,3.2,3.6,1.2,0.5851063829787284,71.1423,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-06-01,3.2,3.6,3.6,3.4,4.9,3.5,2.3,3.4,3.2,3.5,3.4,3.8,2.5,3.3,3.4,2.8,3.8,3.6,1.6,3.0,4.0,3.3,3.4,3.5,3.5,3.2,3.6,3.1,3.7,3.3,3.4,3.3,3.4,3.5,2.8,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.1,3.7,3.2,3.6,3.4,3.4,3.4,3.1,3.9,3.4,3.4,3.4,3.4,3.3,3.4,3.4,3.5,3.4,3.4,3.2,3.2,3.6,3.1,3.3,3.3,3.8,3.2,3.2,3.4,1.46,0.3172924378635589,71.10717,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-07-01,3.2,3.6,3.6,3.4,5.0,3.5,2.3,3.4,3.3,3.5,3.4,3.8,2.5,3.3,3.4,2.9,3.7,3.7,1.7,3.0,4.1,3.3,3.4,3.4,3.7,3.1,3.7,3.2,3.7,3.5,3.3,3.2,3.4,3.5,2.8,3.4,3.3,3.4,3.4,3.4,3.4,3.4,3.1,3.7,3.3,3.4,3.4,3.4,3.3,3.2,3.8,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.7,3.5,3.5,3.3,3.2,3.8,3.2,3.5,3.4,3.7,3.4,3.3,3.5,1.57,-0.1581444385872377,71.29605,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-08-01,3.3,3.6,3.6,3.4,5.1,3.5,2.3,3.4,3.3,3.5,3.4,3.8,2.7,3.3,3.4,3.1,3.7,3.7,1.8,3.0,4.1,3.3,3.4,3.5,3.6,3.1,3.7,3.3,3.6,3.3,3.3,3.1,3.4,3.5,2.8,3.4,3.3,3.5,3.4,3.4,3.4,3.4,3.1,3.7,3.3,3.4,3.4,3.4,3.4,3.2,3.8,3.4,3.4,3.4,3.4,3.5,3.5,3.6,3.7,3.5,3.7,3.3,3.3,3.8,3.3,3.5,3.4,3.7,3.4,3.6,3.3,1.68,0.0527983104540608,71.25815,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-09-01,3.3,3.6,3.6,3.4,5.4,3.5,2.5,3.4,3.4,3.5,3.4,3.8,2.8,3.4,3.4,3.1,3.6,3.7,2.1,3.1,4.1,3.3,3.4,3.4,3.5,3.2,3.8,3.5,3.4,3.4,3.4,3.1,3.4,3.6,2.9,3.4,3.4,3.5,3.4,3.4,3.5,3.4,3.2,3.7,3.3,3.4,3.4,3.4,3.4,3.2,3.9,3.4,3.4,3.5,3.5,3.7,3.7,3.8,3.9,3.6,3.6,3.8,3.6,3.8,3.4,3.8,3.8,3.9,3.6,3.8,3.6,1.86,0.2110817941952447,71.16184,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-10-01,3.3,3.6,3.7,3.5,5.3,3.5,2.6,3.5,3.5,3.4,3.5,3.8,2.8,3.4,3.5,3.4,3.6,3.8,2.2,3.1,4.2,3.4,3.5,3.6,3.4,3.2,3.9,3.4,3.5,3.6,3.4,3.1,3.5,3.6,2.8,3.5,3.4,3.6,3.5,3.4,3.6,3.5,3.2,3.7,3.3,3.5,3.5,3.4,3.5,3.2,4.0,3.5,3.5,3.4,3.5,3.7,3.7,3.9,3.9,3.6,3.5,3.9,3.7,3.7,3.2,3.7,3.7,3.9,3.5,3.7,3.7,2.04,0.526592943654558,71.22884,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-11-01,3.3,3.6,3.8,3.5,5.5,3.5,2.6,3.5,3.5,3.5,3.5,3.9,2.8,3.4,3.5,3.4,3.6,3.9,2.2,3.0,4.3,3.5,3.5,3.6,3.5,3.2,4.0,3.5,3.4,3.5,3.4,3.0,3.5,3.6,2.9,3.5,3.4,3.7,3.5,3.4,3.6,3.5,3.2,3.7,3.3,3.6,3.5,3.5,3.5,3.2,4.1,3.5,3.5,3.5,3.5,3.7,3.8,3.8,4.0,3.7,3.5,3.9,3.5,4.0,3.3,3.7,3.7,4.1,3.6,3.8,3.6,2.26,0.0523834468308059,71.36224,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2004-12-01,3.3,3.6,3.8,3.5,5.4,3.5,2.6,3.5,3.5,3.5,3.5,3.9,2.6,3.5,3.5,3.3,3.6,4.0,2.2,3.0,4.3,3.5,3.5,3.7,3.5,3.2,4.0,3.4,3.4,3.5,3.4,3.2,3.5,3.6,2.7,3.5,3.4,3.7,3.5,3.4,3.6,3.5,3.3,3.7,3.3,3.6,3.5,3.5,3.5,3.2,4.1,3.5,3.5,3.5,3.5,3.5,3.7,3.8,4.1,3.6,3.6,3.6,3.3,4.0,3.2,3.3,3.3,4.2,3.3,3.5,3.6,2.45,-0.3664921465968529,71.30622,Republican,Republican,Republican,Republican,$5.15,3.90%,2004.0
2005-01-01,3.3,3.6,3.9,3.5,5.6,3.6,2.6,3.5,3.6,3.5,3.5,3.9,2.5,3.5,3.5,3.3,3.6,4.0,2.3,3.1,4.2,3.5,3.5,3.7,3.6,3.3,4.0,3.5,3.4,3.5,3.5,3.1,3.5,3.7,2.8,3.5,3.4,3.8,3.5,3.5,3.6,3.5,3.3,3.7,3.3,3.6,3.5,3.5,3.5,3.2,4.1,3.5,3.5,3.5,3.5,3.6,3.8,3.8,4.0,3.7,3.6,3.7,3.4,4.0,3.3,3.5,3.4,4.1,3.5,3.6,3.7,2.61,0.2101944298475988,71.31763000000001,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-02-01,3.4,3.5,3.9,3.5,5.7,3.6,2.6,3.5,3.6,3.5,3.5,3.9,2.6,3.5,3.5,3.5,3.6,4.0,2.2,3.0,4.2,3.6,3.5,3.6,3.5,3.3,4.0,3.5,3.3,3.4,3.5,3.2,3.5,3.7,2.8,3.5,3.4,3.8,3.5,3.5,3.6,3.5,3.3,3.6,3.4,3.6,3.5,3.5,3.6,3.3,4.0,3.5,3.5,3.5,3.5,3.5,3.6,3.8,3.7,3.7,3.4,3.8,3.5,3.6,3.3,3.4,3.4,3.9,3.4,3.3,3.8,2.77,0.5768222338752071,71.23404000000001,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-03-01,3.4,3.5,3.9,3.5,5.8,3.6,2.5,3.5,3.6,3.5,3.5,4.0,2.5,3.5,3.5,3.6,3.6,4.0,2.1,3.0,4.3,3.6,3.5,3.6,3.4,3.4,3.9,3.5,3.3,3.5,3.5,3.3,3.5,3.7,2.8,3.5,3.4,3.7,3.5,3.5,3.6,3.5,3.3,3.6,3.3,3.7,3.5,3.5,3.6,3.3,4.1,3.5,3.5,3.5,3.5,3.6,3.7,3.7,3.6,3.8,3.5,3.7,3.6,3.6,3.4,3.6,3.7,4.0,3.5,3.4,3.7,2.97,0.7820646506777829,71.2822,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-04-01,3.4,3.6,3.9,3.6,5.9,3.6,2.6,3.6,3.6,3.5,3.6,4.0,2.5,3.5,3.6,3.8,3.6,4.0,2.0,3.0,4.1,3.7,3.6,3.6,3.3,3.5,3.8,3.6,3.2,3.7,3.7,3.3,3.6,3.7,2.8,3.6,3.4,3.8,3.6,3.6,3.5,3.6,3.4,3.6,3.4,3.7,3.6,3.5,3.6,3.3,4.0,3.6,3.6,3.5,3.5,3.5,3.6,3.7,3.7,3.6,3.5,3.5,3.5,3.6,3.5,3.5,3.6,3.9,3.3,3.3,3.7,3.09,0.6725297465079993,71.41933,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-05-01,3.4,3.6,4.0,3.6,6.1,3.6,2.6,3.6,3.6,3.6,3.6,4.0,2.5,3.5,3.6,3.7,3.6,4.0,2.0,3.0,4.1,3.8,3.6,3.7,3.2,3.6,3.7,3.5,3.3,3.7,3.8,3.4,3.6,3.7,2.9,3.6,3.5,3.8,3.6,3.6,3.5,3.6,3.5,3.6,3.4,3.7,3.6,3.5,3.6,3.4,4.0,3.6,3.6,3.6,3.6,3.6,3.7,3.8,3.9,3.7,3.7,3.6,3.6,3.7,3.5,3.6,3.6,3.9,3.4,3.6,3.7,3.22,-0.1027749229188024,71.52475,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-06-01,3.4,3.6,4.1,3.7,6.2,3.7,2.7,3.7,3.8,3.6,3.7,4.1,2.7,3.5,3.7,3.9,3.6,4.1,2.1,3.2,4.2,3.7,3.7,3.9,3.3,3.6,3.8,3.8,3.1,3.5,3.9,3.3,3.7,3.8,2.9,3.7,3.6,3.8,3.7,3.7,3.5,3.7,3.5,3.7,3.5,3.9,3.7,3.6,3.7,3.4,4.1,3.7,3.7,3.6,3.6,3.8,3.8,4.0,4.2,3.8,3.6,4.0,3.8,3.7,3.5,3.7,3.7,4.0,3.6,3.6,4.1,3.38,0.0514403292181109,71.48516,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-07-01,3.5,3.7,4.2,3.7,6.3,3.7,2.9,3.7,3.9,3.6,3.7,4.1,2.7,3.6,3.7,4.1,3.7,4.2,2.1,3.3,4.1,3.7,3.7,4.0,3.2,3.7,3.8,3.9,3.0,3.4,4.1,3.3,3.7,3.9,2.9,3.7,3.6,3.8,3.7,3.7,3.5,3.7,3.5,3.7,3.5,4.0,3.7,3.6,3.9,3.4,4.2,3.7,3.7,3.7,3.7,4.0,3.9,4.2,4.6,4.0,3.8,4.3,4.0,4.0,3.7,3.9,3.9,4.1,3.8,3.7,4.3,3.57,0.4627249357326501,71.61997,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-08-01,3.5,3.8,4.2,3.7,6.5,3.8,2.8,3.7,3.9,3.6,3.7,4.1,2.8,3.6,3.7,4.3,3.7,4.2,2.3,3.3,4.1,3.8,3.7,4.0,3.5,3.6,3.8,3.9,3.0,3.4,4.2,3.4,3.7,3.9,3.0,3.7,3.7,3.9,3.7,3.8,3.5,3.7,3.6,3.7,3.6,3.9,3.7,3.6,3.9,3.5,4.3,3.7,3.7,3.7,3.7,4.0,4.0,4.2,4.7,4.0,3.9,4.3,4.0,4.2,3.8,4.0,4.0,4.2,4.0,3.9,4.3,3.77,0.5117707267144223,71.81331999999999,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-09-01,3.5,3.8,4.3,3.7,6.4,3.8,2.8,3.7,3.9,3.7,3.7,4.2,2.7,3.6,3.7,4.6,3.8,4.2,2.2,3.3,4.2,3.8,3.7,4.1,3.4,3.5,3.8,3.8,3.2,3.4,4.2,3.6,3.7,3.9,3.0,3.7,3.6,3.9,3.7,3.8,3.5,3.7,3.5,3.8,3.7,4.0,3.7,3.6,3.9,3.5,4.2,3.7,3.7,3.7,3.7,4.1,4.0,4.2,4.7,4.1,3.9,4.4,3.9,4.5,3.9,3.9,4.0,4.1,4.1,4.0,4.2,3.87,1.2219959266802416,71.69254000000001,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-10-01,3.5,4.0,4.3,3.8,6.6,3.9,2.8,3.8,4.0,3.7,3.8,4.2,2.8,3.7,3.8,4.7,3.9,4.2,2.2,3.3,4.1,3.8,3.8,4.1,3.7,3.5,3.8,3.9,3.4,3.4,4.2,3.7,3.8,3.9,3.1,3.8,3.7,4.0,3.8,3.9,3.4,3.8,3.6,3.8,3.8,4.0,3.8,3.7,4.0,3.6,4.2,3.8,3.8,3.7,3.8,4.0,4.0,4.1,4.6,4.1,3.9,4.3,3.9,4.2,3.8,4.0,4.1,4.2,4.1,4.1,4.2,4.13,0.2012072434607548,71.70111999999999,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-11-01,3.6,4.0,4.4,3.8,6.8,3.9,2.9,3.8,4.0,3.8,3.8,4.3,2.9,3.7,3.8,4.6,3.9,4.3,2.1,3.4,4.3,3.9,3.8,4.1,3.7,3.6,3.8,4.0,3.5,3.5,4.2,3.9,3.8,4.0,3.0,3.8,3.8,4.0,3.8,4.0,3.4,3.8,3.6,3.8,3.9,4.1,3.8,3.7,4.1,3.6,4.4,3.8,3.8,3.8,3.8,4.2,4.2,4.3,4.8,4.3,4.1,4.3,3.9,4.5,3.8,4.2,4.3,4.5,4.2,4.0,4.4,4.31,-0.8032128514056214,71.5667,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2005-12-01,3.7,4.0,4.3,3.9,7.4,3.9,2.8,3.9,4.0,3.8,3.9,4.3,3.3,3.7,3.9,4.6,4.0,4.3,2.6,3.4,4.4,3.9,3.9,4.1,3.8,3.5,3.8,4.2,3.2,3.7,4.2,3.9,3.9,4.0,3.3,3.9,3.8,4.0,3.9,4.0,3.5,3.9,3.8,3.9,4.0,4.0,3.9,3.8,4.0,3.7,4.4,3.9,3.9,3.9,4.0,4.1,4.3,4.2,4.1,4.1,4.1,4.1,4.0,4.3,3.7,4.3,4.4,4.4,4.0,4.1,4.0,4.45,-0.4048582995951344,71.63452,Republican,Republican,Republican,Republican,$5.15,3.50%,2005.0
2006-01-01,3.7,4.0,4.4,3.9,7.4,3.9,2.9,3.9,4.0,3.8,3.9,4.4,3.5,3.7,3.9,4.7,4.0,4.4,2.6,3.4,4.5,3.8,3.9,4.1,3.9,3.5,3.8,4.4,3.2,3.8,4.3,3.9,3.9,4.0,3.3,3.9,3.8,4.0,3.9,4.0,3.5,3.9,3.8,3.9,4.0,3.9,3.9,3.8,4.0,3.7,4.4,3.9,3.9,3.9,4.0,4.0,4.3,4.1,4.0,4.0,4.1,3.9,3.9,4.4,3.7,4.2,4.3,4.4,3.9,4.2,3.8,4.56,0.7621951219512146,71.68733,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-02-01,3.7,3.9,4.5,3.9,7.5,3.9,3.0,3.9,4.0,3.9,3.9,4.4,3.4,3.7,3.9,4.6,4.0,4.5,2.8,3.4,4.4,3.8,3.9,4.1,4.0,3.5,3.8,4.3,3.0,3.8,4.3,3.9,3.9,4.0,3.3,3.9,3.8,4.1,3.9,4.0,3.5,3.9,3.8,4.0,3.9,4.0,3.9,3.8,4.0,3.7,4.4,3.9,3.9,3.9,4.0,3.8,4.0,3.8,3.8,3.8,3.8,3.8,3.7,4.0,3.6,3.9,4.0,3.9,3.6,3.9,3.7,4.72,0.2017145738779424,71.76971999999999,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-03-01,3.7,4.0,4.5,3.9,7.7,4.0,2.9,3.9,4.1,3.9,3.9,4.4,3.5,3.7,3.9,4.6,4.1,4.5,2.9,3.5,4.3,3.8,3.9,4.1,4.0,3.3,3.9,4.4,3.1,4.1,4.3,4.0,3.9,4.0,3.4,3.9,3.8,4.1,3.9,4.1,3.6,3.9,3.9,4.0,4.0,4.0,3.9,3.9,4.0,3.7,4.4,3.9,3.9,4.0,4.0,3.8,3.9,3.9,4.1,3.9,3.7,3.9,3.8,4.0,3.7,4.0,4.0,4.2,3.7,3.8,3.8,4.88,0.5535983895319729,71.82037,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-04-01,3.8,4.0,4.5,4.0,7.7,4.0,2.9,4.0,4.1,3.9,4.0,4.5,3.5,3.7,4.0,4.5,4.1,4.6,2.9,3.5,4.3,3.9,4.0,4.1,4.1,3.3,4.0,4.5,3.3,4.2,4.2,3.9,4.0,4.1,3.3,4.0,3.9,4.1,4.0,4.1,3.7,4.0,3.9,4.0,4.1,4.0,4.0,3.9,4.1,3.7,4.5,4.0,4.0,4.0,4.1,3.8,3.9,3.9,4.1,3.9,3.7,4.0,3.8,4.0,3.6,3.9,3.9,4.2,3.7,3.7,3.9,5.03,0.8508508508508372,71.79692,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-05-01,3.7,4.0,4.5,4.0,7.4,4.0,2.8,4.0,4.1,3.8,4.0,4.5,3.3,3.8,4.0,4.7,4.0,4.8,3.0,3.5,4.2,3.9,4.0,4.0,4.1,3.3,4.0,4.6,3.3,4.2,4.2,3.9,4.0,4.1,3.1,4.0,3.8,4.3,4.0,4.1,3.7,4.0,3.8,4.1,4.1,4.0,4.0,3.9,4.1,3.7,4.5,4.0,4.0,4.0,4.1,3.9,3.9,4.0,4.1,4.1,3.6,4.1,3.7,4.3,3.7,3.9,4.0,4.4,3.7,3.8,4.0,5.15,0.496277915632759,71.87308,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-06-01,3.7,4.1,4.4,3.9,7.6,4.0,2.8,3.9,4.0,3.8,3.9,4.5,3.3,3.8,3.9,4.5,4.0,4.7,3.2,3.5,4.1,3.9,3.9,3.9,4.1,3.2,4.0,4.5,3.4,4.3,4.3,4.0,3.9,4.0,3.1,3.9,3.8,4.3,3.9,4.0,3.7,3.9,3.9,4.0,4.1,3.9,3.9,3.9,4.0,3.8,4.3,3.9,3.9,4.0,4.1,3.8,3.8,4.0,3.9,3.9,3.6,3.9,3.5,4.4,3.7,3.8,3.9,4.1,3.6,3.8,3.8,5.35,0.197530864197537,72.01196,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-07-01,3.8,3.9,4.2,3.9,7.6,4.0,2.6,3.9,4.0,3.8,3.9,4.4,3.3,3.8,3.9,4.4,3.9,4.6,3.0,3.4,4.3,3.9,3.9,3.8,3.9,3.2,3.9,4.6,3.5,4.3,4.2,4.0,3.9,4.0,3.1,3.9,3.7,4.3,3.9,4.0,3.7,3.9,3.9,4.0,4.0,3.8,3.9,3.9,3.9,3.7,4.2,3.9,3.9,4.0,4.1,3.7,3.6,3.9,3.7,3.8,3.6,3.8,3.3,4.6,3.7,3.8,3.9,3.9,3.5,3.7,3.7,5.46,0.2957121734844747,72.02161,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-08-01,3.8,3.9,4.3,3.9,7.4,4.0,2.6,3.9,4.0,3.8,3.9,4.4,3.3,3.8,3.9,4.3,4.0,4.5,3.1,3.4,4.3,4.0,3.9,3.7,4.0,3.3,3.8,4.7,3.3,4.4,4.3,4.0,3.9,4.1,3.0,3.9,3.7,4.3,3.9,4.0,3.7,3.9,3.8,4.0,4.0,3.9,3.9,3.9,3.9,3.7,4.3,3.9,3.9,4.0,4.1,3.8,3.8,4.0,3.8,3.8,3.8,3.8,3.5,4.5,3.7,4.0,4.1,4.2,3.7,3.9,3.8,5.38,0.1965601965602026,72.10643,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-09-01,3.8,3.9,4.1,3.9,7.4,3.9,2.6,3.9,3.9,3.8,3.9,4.3,3.3,3.7,3.9,4.1,3.9,4.5,3.0,3.4,4.3,3.9,3.9,3.6,4.2,3.4,3.6,4.8,3.2,4.5,4.3,3.8,3.9,4.0,2.9,3.9,3.7,4.3,3.9,3.9,3.8,3.9,3.9,3.9,4.0,3.9,3.9,3.9,3.9,3.7,4.3,3.9,3.9,4.0,4.1,3.8,3.9,4.1,3.8,3.9,3.9,3.9,3.5,4.5,3.6,4.0,4.1,4.2,3.7,3.8,3.9,5.34,-0.4904364884747436,72.05553,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
2006-10-01,3.7,3.7,4.1,3.8,7.5,3.9,2.6,3.8,3.9,3.8,3.8,4.3,3.1,3.7,3.8,4.0,3.8,4.4,3.0,3.4,4.4,3.9,3.8,3.5,3.9,3.4,3.6,4.7,3.0,4.4,4.3,3.8,3.8,4.0,2.8,3.8,3.6,4.3,3.8,3.9,3.8,3.8,3.8,4.0,3.9,3.8,3.8,3.8,3.9,3.7,4.2,3.8,3.8,4.0,4.0,3.8,3.9,4.1,4.0,3.8,3.8,3.9,3.6,4.2,3.6,4.0,4.1,4.3,3.6,3.7,3.9,5.33,-0.5421389847215297,72.24436999999999,Republican,Republican,Republican,Republican,$5.15,2.80%,2006.0
